493.0259188973679,-135.69714717298044,30.0
493.96931177044127,-134.40753032539158,30.0
494.90899970622013,-133.1169862201022,30.0
495.84437957248474,-131.82598025144193,30.0
496.7748775206537,-130.53495884992597,30.0
497.6998519830596,-129.24446509204003,30.0
498.6188887029333,-127.9547504623439,30.0
499.5309700275161,-126.66691240674812,30.0
500.43647190180144,-125.38016544191288,30.0
501.33396380164277,-124.09622425021021,30.0
502.2339182504882,-122.80062556663499,30.0
503.12927648155295,-121.50273321057851,30.0
504.0208907296192,-120.20122197974158,30.0
504.90791703862203,-118.8970727549297,30.0
505.79060442588656,-117.58980097856538,30.0
506.66874836339116,-116.27953212240647,30.0
507.54229133421455,-114.96617809566328,30.0
508.41109812375885,-113.6496952432693,30.0
509.27501470462823,-112.3300007591056,30.0
510.1337557263862,-111.00692981984984,30.0
510.9872080235432,-109.68043804789495,30.0
511.83532238717873,-108.3505278822019,30.0
512.6779548988022,-107.01713743546067,30.0
513.5149848694512,-105.68022297264748,30.0
514.3462857826622,-104.33973860389827,30.0
515.1717331213475,-102.99564177800093,30.0
515.9912018543325,-101.64789155336044,30.0
516.804567296978,-100.29644921050486,30.0
517.6117047078794,-98.9412780041534,30.0
518.412489368415,-97.58234321638928,30.0
519.2067962029837,-96.21961197324482,30.0
519.9945005233641,-94.85305363858443,30.0
520.7754768108938,-93.48263920557369,30.0
521.5495970348011,-92.10834049623092,30.0
522.3167376663301,-90.73013366915879,30.0
523.0767812448194,-89.3479998992857,30.0
523.8296073490709,-87.96192093110075,30.0
524.5750882281768,-86.57187707312589,30.0
525.3130887254541,-85.17784733437087,30.0
526.0434678346783,-83.77981032050788,30.0
526.766081779964,-82.37774580118028,30.0
527.4807888009072,-80.9716369523943,30.0
528.1874520549502,-79.56147167483863,30.0
528.885946253601,-78.14724541415495,30.0
529.5761669962625,-76.72896491186789,30.0
530.2580273790622,-75.3066464239673,30.0
530.9314492226168,-73.88031180522421,30.0
531.5963617503697,-72.44998776588344,30.0
532.2526987574038,-71.01570457314394,30.0
532.9003949711048,-69.57749446474078,30.0
533.5393920754096,-68.1353938276538,30.0
534.169634064547,-66.68944107836771,30.0
534.7910606487113,-65.23967422070952,30.0
535.4036098097689,-63.786132136612146,30.0
536.0072003772397,-62.32884734811824,30.0
536.6017157137871,-60.86783955474616,30.0
537.1870124491636,-59.403119623551056,30.0
537.7629325482905,-57.93469463325005,30.0
538.3293135838296,-56.46257198648776,30.0
538.8860035534813,-54.986764807727326,30.0
539.4328775231537,-53.50729751337095,30.0
539.9698427853124,-52.02420737111502,30.0
540.4968449115784,-50.537546388271174,30.0
541.0138630415892,-49.04737921649843,30.0
541.5208826873081,-47.55377354882543,30.0
542.017884940072,-46.056796516913536,30.0
542.5048522158039,-44.5565167240456,30.0
542.9817639547064,-43.05300283924784,30.0
543.4485968096835,-41.54632359507598,30.0
543.9053292370244,-40.03654908163873,30.0
544.3519213651756,-38.52374456058423,30.0
544.7883053284951,-37.00796773454702,30.0
545.2143900419179,-35.48927016931018,30.0
545.6300556608703,-33.96769560831387,30.0
546.035159724976,-32.44328249164352,30.0
546.4295547780583,-30.916069776088584,30.0
546.8130999040291,-29.386100243230977,30.0
547.1856707092215,-27.853423075098267,30.0
547.5471729429347,-26.31809703016834,30.0
547.8975457770283,-24.78019078298017,30.0
548.2367485986381,-23.239779323947584,30.0
548.5647537580935,-21.696941874080927,30.0
548.8815366878658,-20.151758956424178,30.0
549.1870662204691,-18.604309752916098,30.0
549.4813140364643,-17.05467433823728,30.0
549.7642603719455,-15.502934965893193,30.0
550.0358915133748,-13.949175104151454,30.0
550.2962017820952,-12.393479558698916,30.0
550.5451920251692,-10.835933758927368,30.0
550.7828612090327,-9.276621635706285,30.0
551.0092125996414,-7.715626819904066,30.0
551.2242572602644,-6.153033575465626,30.0
551.4280065061987,-4.588925770308254,30.0
551.6204708844439,-3.023386905609376,30.0
551.8016629523304,-1.4565006556626932,30.0
551.9715975649667,0.11164902251009168,30.0
552.1302919134728,1.680977913056719,30.0
552.2777647708706,3.2514017157025807,30.0
552.4140301497624,4.822837082897853,30.0
552.5390916280501,6.395202417861303,30.0
552.652944504546,7.968417356531558,30.0
552.7555778609815,9.542402330833186,30.0
552.84697669899,11.117078219598952,30.0
552.9271252067675,12.692365839168541,30.0
552.9960061417579,14.268185853487982,30.0
553.0536029778812,15.844458569367282,30.0
